,units
4141,12.0
4142,4.0
4143,7.0
4144,1.0
4145,2.0
4146,2.0
4147,1.0
4148,1.0
4149,2.0
4150,1.0
4151,1.0
4152,2.0
4153,1.0
4154,5.0
4155,4.0
4156,1.0
4157,2.0
4158,2.0
4159,8.0
4160,3.0
4161,1.0
4162,5.0
4163,5.0
4164,1.0
4165,1.0
4166,3.0
4167,2.0
4168,3.0
4169,1.0
4170,1.0
4171,2.0
4172,5.0
4173,106.0
4174,50.0
4175,1.0
4176,2.0
4177,2.0
4178,1.0
4179,2.0
4180,2.0
4181,1.0
4182,1.0
4183,1.0
4184,2.0
4185,7.0
4186,11.0
4187,4.0
4188,1.0
4189,2.0
4190,2.0
4191,1.0
4192,7.0
4193,2.0
4194,2.0
4195,3.0
4196,1.0
4197,3.0
4198,3.0
4199,1.0
4200,1.0
4201,1.0
4202,1.0
4203,1.0
4204,1.0
4205,3.0
4206,3.0
4207,5.0
4208,1.0
4209,2.0
4210,1.0
4211,2.0
4212,1.0
4213,3.0
4214,1.0
4215,3.0
4216,2.0
4217,1.0
4218,1.0
4219,1.0
4220,2.0
4221,3.0
4222,3.0
4223,5.0
4224,1.0
4225,2.0
4226,3.0
4227,1.0
4228,5.0
4229,3.0
4230,2.0
4231,1.0
4232,19.0
4233,6.0
4234,1.0
4235,14.0
4236,1.0
4237,1.0
4238,1.0
4239,3.0
4240,20.0
4241,14.0
4242,8.0
4243,8.0
4244,1.0
4245,4.0
4246,5.0
4247,1.0
4248,1.0
4249,3.0
4250,1.0
4251,1.0
4252,1.0
4253,1.0
4254,1.0
4255,1.0
4256,2.0
4257,1.0
4258,4.0
4259,1.0
4260,9.0
4261,19.0
4262,10.0
4263,1.0
4264,3.0
4265,27.0
4266,10.0
4267,5.0
4268,1.0
4269,1.0
4270,1.0
4271,1.0
4272,2.0
4273,2.0
4274,4.0
4275,3.0
4276,4.0
4277,5.0
4278,3.0
4279,5.0
4280,15.0
4281,8.0
4282,16.0
4283,2.0
4284,9.0
4285,8.0
4286,6.0
4287,1.0
4288,2.0
4289,3.0
4290,3.0
4291,1.0
4292,2.0
4293,1.0
4294,1.0
4295,43.0
4296,629.0
4297,647.0
4298,131.0
4299,213.0
4300,2.0
4301,1.0
4302,2.0
4303,1.0
4304,3.0
4305,2.0
4306,2.0
4307,3.0
4308,3.0
4309,1.0
4310,1.0
4311,1.0
4312,10.0
4313,7.0
4314,2.0
4315,1.0
4316,1.0
4317,1.0
4318,1.0
4319,1.0
4320,4.0
4321,1.0
4322,24.0
4323,47.0
4324,5.0
4325,4.0
4326,1.0
4327,1.0
4328,1.0
4329,1.0
4330,3.0
4331,3.0
4332,7.0
4333,4.0
4334,46.0
4335,44.0
4336,11.0
4337,9.0
4338,1.0
4339,1.0
4340,1.0
4341,2.0
4342,3.0
4343,3.0
4344,1.0
4345,1.0
4346,1.0
4347,1.0
4348,2.0
4349,21.0
4350,215.0
4351,215.0
4352,78.0
4353,93.0
4354,11.0
4355,33.0
4356,3.0
4357,1.0
4358,2.0
4359,1.0
4360,1.0
4361,32.0
4362,22.0
4363,4.0
4364,1.0
4365,1.0
4366,1.0
4367,2.0
4368,1.0
4369,1.0
4370,1.0
4371,1.0
4372,7.0
4373,5.0
4374,2.0
4375,3.0
4376,1.0
4377,1.0
4378,1.0
4379,2.0
4380,2.0
4381,1.0
4382,2.0
4383,2.0
4384,3.0
4385,2.0
4386,1.0
4387,1.0
4388,2.0
4389,1.0
4390,1.0
4391,1.0
4392,2.0
4393,7.0
4394,97.0
4395,82.0
4396,31.0
4397,47.0
4398,2.0
4399,1.0
4400,1.0
4401,2.0
4402,2.0
4403,3.0
4404,1.0
4405,29.0
4406,51.0
4407,13.0
4408,1.0
4409,1.0
4410,1.0
4411,4.0
4412,1.0
4413,1.0
4414,3.0
4415,4.0
4416,1.0
4417,3.0
4418,5.0
4419,2.0
4420,1.0
4421,3.0
4422,1.0
4423,1.0
4424,3.0
4425,2.0
4426,1.0
4427,1.0
4428,1.0
4429,1.0
4430,74.0
4431,18.0
4432,20.0
4433,5.0
4434,1.0
4435,1.0
4436,11.0
4437,11.0
4438,2.0
4439,2.0
4440,15.0
4441,20.0
4442,6.0
4443,8.0
4444,3.0
4445,5.0
4446,4.0
4447,4.0
4448,1.0
4449,1.0
4450,2.0
4451,1.0
4452,2.0
4453,1.0
4454,3.0
4455,18.0
4456,15.0
4457,4.0
4458,3.0
4459,2.0
4460,2.0
4461,3.0
4462,1.0
4463,1.0
4464,3.0
4465,2.0
4466,8.0
4467,10.0
4468,4.0
4469,1.0
4470,2.0
4471,1.0
4472,1.0
4473,1.0
4474,1.0
4475,1.0
4476,1.0
4477,5.0
4478,2.0
4479,14.0
4480,265.0
4481,343.0
4482,101.0
4483,83.0
4484,1.0
4485,1.0
4486,1.0
4487,1.0
4488,1.0
4489,3.0
4490,5.0
4491,6.0
4492,2.0
4493,3.0
4494,1.0
4495,1.0
4496,1.0
4497,1.0
4498,1.0
4499,2.0
4500,5.0
4501,1.0
4502,5.0
4503,2.0
4504,2.0
4505,2.0
4506,1.0
4507,1.0
4508,28.0
4509,27.0
4510,1.0
4511,1.0
4512,1.0
4513,3.0
4514,1.0
4515,2.0
4516,1.0
4517,12.0
4518,18.0
4519,11.0
4520,13.0
4521,39.0
4522,3.0
4523,1.0
4524,1.0
4525,1.0
4526,14.0
4527,1.0
4528,2.0
4529,1.0
4530,1.0
4531,2.0
4532,1.0
4533,2.0
4534,1.0
4535,4.0
4536,1.0
4537,1.0
4538,2.0
4539,6.0
4540,1.0
4541,7.0
4542,5.0
4543,6.0
4544,7.0
4545,12.0
4546,3.0
4547,3.0
4548,3.0
4549,2.0
4550,4.0
4551,38.0
4552,31.0
4553,8.0
4554,12.0
4555,3.0
4556,76.0
4557,38.0
4558,6.0
4559,8.0
4560,5.0
4561,39.0
4562,41.0
4563,19.0
4564,10.0
4565,1.0
4566,1.0
4567,2.0
4568,11.0
4569,7.0
4570,3.0
4571,10.0
4572,1.0
4573,1.0
4574,9.0
4575,14.0
4576,6.0
4577,9.0
4578,16.0
4579,34.0
4580,9.0
4581,2.0
4582,4.0
4583,2.0
4584,18.0
4585,20.0
4586,10.0
4587,3.0
4588,1.0
4589,1.0
4590,2.0
4591,1.0
4592,1.0
4593,1.0
4594,1.0
4595,1.0
4596,1.0
4597,1.0
4598,2.0
4599,1.0
4600,1.0
4601,2.0
4602,1.0
4603,1.0
4604,2.0
4605,5.0
4606,7.0
4607,6.0
4608,3.0
4609,2.0
4610,1.0
4611,2.0
4612,3.0
4613,1.0
4614,1.0
4615,2.0
4616,2.0
4617,1.0
4618,1.0
4619,2.0
4620,1.0
4621,3.0
4622,2.0
4623,1.0
4624,2.0
4625,1.0
4626,1.0
4627,23.0
4628,47.0
4629,8.0
4630,15.0
4631,1.0
4632,1.0
4633,2.0
4634,2.0
4635,2.0
4636,2.0
4637,1.0
4638,8.0
4639,71.0
4640,74.0
4641,13.0
4642,24.0
4643,1.0
4644,47.0
4645,21.0
4646,5.0
4647,13.0
4648,1.0
4649,3.0
4650,47.0
4651,32.0
4652,3.0
4653,5.0
4654,3.0
4655,16.0
4656,10.0
4657,13.0
4658,4.0
4659,2.0
4660,4.0
4661,7.0
4662,1.0
4663,1.0
4664,3.0
4665,1.0
4666,1.0
4667,1.0
4668,1.0
4669,1.0
4670,1.0
4671,2.0
4672,3.0
4673,1.0
4674,1.0
4675,39.0
4676,23.0
4677,8.0
4678,12.0
4679,1.0
4680,2.0
4681,1.0
4682,2.0
4683,1.0
4684,11.0
4685,6.0
4686,6.0
4687,5.0
4688,3.0
4689,2.0
4690,1.0
4691,1.0
4692,1.0
4693,107.0
4694,18.0
4695,4.0
4696,8.0
4697,1.0
4698,1.0
4699,2.0
4700,2.0
4701,3.0
4702,2.0
4703,1.0
4704,1.0
4705,1.0
4706,10.0
4707,12.0
4708,5.0
4709,1.0
4710,2.0
4711,4.0
4712,1.0
4713,1.0
4714,3.0
4715,3.0
4716,6.0
4717,20.0
4718,86.0
4719,241.0
4720,49.0
4721,3.0
4722,4.0
4723,4.0
4724,3.0
4725,2.0
4726,2.0
4727,1.0
4728,1.0
4729,2.0
4730,1.0
4731,3.0
4732,10.0
4733,2.0
4734,1.0
4735,6.0
4736,7.0
4737,3.0
4738,116.0
4739,118.0
4740,9.0
4741,40.0
4742,1.0
4743,2.0
4744,1.0
4745,1.0
4746,2.0
4747,1.0
4748,2.0
4749,2.0
4750,1.0
4751,1.0
4752,2.0
4753,1.0
4754,15.0
4755,7.0
4756,2.0
4757,1.0
4758,4.0
4759,5.0
4760,3.0
4761,3.0
4762,1.0
4763,1.0
4764,1.0
4765,12.0
4766,7.0
4767,11.0
4768,15.0
4769,9.0
4770,7.0
4771,26.0
4772,23.0
4773,20.0
4774,7.0
4775,72.0
4776,77.0
4777,23.0
4778,21.0
4779,1.0
4780,1.0
4781,2.0
4782,1.0
4783,1.0
4784,2.0
4785,7.0
4786,16.0
4787,7.0
4788,7.0
4789,2.0
4790,1.0
4791,3.0
4792,3.0
4793,3.0
4794,6.0
4795,4.0
4796,4.0
4797,16.0
4798,1.0
4799,1.0
4800,3.0
4801,5.0
4802,6.0
4803,5.0
4804,1.0
4805,1.0
4806,1.0
4807,3.0
4808,1.0
4809,1.0
4810,1.0
4811,2.0
4812,16.0
4813,17.0
4814,11.0
4815,2.0
4816,8.0
4817,12.0
4818,9.0
4819,3.0
4820,2.0
4821,1.0
4822,1.0
4823,3.0
4824,3.0
4825,4.0
4826,1.0
4827,2.0
4828,1.0
4829,3.0
4830,1.0
4831,1.0
4832,3.0
4833,6.0
4834,2.0
4835,1.0
4836,1.0
4837,7.0
4838,7.0
4839,4.0
4840,7.0
4841,3.0
4842,4.0
4843,2.0
4844,3.0
4845,3.0
4846,1.0
4847,4.0
4848,13.0
4849,31.0
4850,12.0
4851,14.0
4852,10.0
4853,5.0
4854,1.0
4855,2.0
4856,5.0
4857,6.0
4858,2.0
4859,1.0
4860,1.0
4861,6.0
4862,1.0
4863,1.0
4864,3.0
4865,1.0
4866,5.0
4867,2.0
4868,1.0
4869,4.0
4870,1.0
4871,1.0
4872,1.0
4873,1.0
4874,1.0
4875,2.0
4876,1.0
4877,1.0
4878,2.0
4879,1.0
4880,2.0
4881,1.0
4882,2.0
4883,3.0
4884,1.0
4885,4.0
4886,4.0
4887,2.0
4888,1.0
4889,21.0
4890,9.0
4891,2.0
4892,1.0
4893,3.0
4894,1.0
4895,2.0
4896,3.0
4897,3.0
4898,6.0
4899,5.0
4900,4.0
4901,1.0
4902,1.0
4903,3.0
4904,2.0
4905,3.0
4906,4.0
4907,3.0
4908,4.0
4909,13.0
4910,2.0
4911,4.0
4912,26.0
4913,21.0
4914,20.0
4915,22.0
4916,4.0
4917,2.0
4918,3.0
4919,2.0
4920,2.0
4921,1.0
4922,1.0
4923,11.0
4924,3.0
4925,12.0
4926,10.0
4927,21.0
4928,18.0
4929,4.0
4930,75.0
4931,95.0
4932,28.0
4933,24.0
4934,3.0
4935,6.0
4936,1.0
4937,1.0
4938,2.0
4939,2.0
4940,2.0
4941,4.0
4942,1.0
4943,3.0
4944,4.0
4945,3.0
4946,6.0
4947,3.0
4948,1.0
4949,1.0
4950,2.0
4951,1.0
4952,1.0
4953,1.0
4954,1.0
4955,1.0
4956,2.0
4957,1.0
4958,2.0
4959,3.0
4960,1.0
4961,1.0
4962,8.0
4963,1.0
4964,1.0
4965,1.0
4966,9.0
4967,4.0
4968,1.0
4969,3.0
4970,4.0
4971,11.0
4972,7.0
4973,6.0
4974,17.0
4975,1.0
4976,28.0
4977,23.0
4978,8.0
4979,2.0
4980,2.0
4981,1.0
4982,4.0
4983,2.0
4984,4.0
4985,6.0
4986,3.0
4987,4.0
4988,1.0
4989,1.0
4990,1.0
4991,1.0
4992,2.0
4993,4.0
4994,61.0
4995,19.0
4996,17.0
4997,1.0
4998,2.0
4999,1.0
5000,11.0
5001,21.0
5002,7.0
5003,1.0
5004,2.0
5005,1.0
5006,3.0
5007,14.0
5008,23.0
5009,7.0
5010,8.0
5011,1.0
5012,10.0
5013,72.0
5014,61.0
5015,36.0
5016,31.0
5017,2.0
5018,4.0
5019,2.0
5020,17.0
5021,19.0
5022,6.0
5023,5.0
5024,1.0
5025,1.0
5026,3.0
5027,3.0
5028,8.0
5029,2.0
5030,1.0
5031,8.0
5032,8.0
5033,11.0
5034,1.0
5035,1.0
5036,11.0
5037,88.0
5038,114.0
5039,37.0
5040,53.0
5041,2.0
5042,2.0
5043,1.0
5044,1.0
5045,1.0
5046,1.0
5047,1.0
5048,1.0
5049,5.0
5050,5.0
5051,18.0
5052,12.0
5053,2.0
5054,8.0
5055,1.0
5056,2.0
5057,1.0
5058,1.0
5059,1.0
5060,1.0
5061,1.0
5062,1.0
5063,5.0
5064,3.0
5065,5.0
5066,9.0
5067,4.0
5068,1.0
5069,1.0
5070,1.0
5071,5.0
5072,1.0
5073,1.0
5074,2.0
5075,2.0
5076,12.0
5077,7.0
5078,6.0
5079,2.0
5080,9.0
5081,1.0
5082,1.0
5083,3.0
5084,1.0
5085,1.0
5086,1.0
5087,1.0
5088,3.0
5089,13.0
5090,6.0
5091,8.0
5092,1.0
5093,2.0
5094,2.0
5095,1.0
5096,10.0
5097,2.0
5098,1.0
5099,3.0
5100,20.0
5101,1.0
5102,42.0
5103,73.0
5104,38.0
5105,18.0
5106,5.0
5107,31.0
5108,6.0
5109,2.0
5110,2.0
5111,1.0
5112,1.0
5113,2.0
5114,1.0
5115,14.0
5116,18.0
5117,6.0
5118,4.0
5119,4.0
5120,17.0
5121,22.0
5122,11.0
5123,5.0
5124,2.0
5125,26.0
5126,72.0
5127,15.0
5128,4.0
5129,1.0
5130,4.0
5131,13.0
5132,18.0
5133,5.0
5134,2.0
5135,3.0
5136,1.0
5137,2.0
5138,1.0
5139,3.0
5140,19.0
5141,15.0
5142,1.0
5143,5.0
5144,9.0
5145,9.0
5146,1.0
5147,1.0
5148,3.0
5149,8.0
5150,4.0
5151,1.0
5152,5.0
5153,1.0
5154,1.0
5155,1.0
5156,5.0
5157,3.0
5158,1.0
5159,2.0
5160,2.0
5161,2.0
5162,2.0
5163,1.0
5164,1.0
5165,1.0
5166,3.0
5167,2.0
5168,1.0
5169,12.0
5170,1.0
5171,20.0
5172,147.0
5173,148.0
5174,46.0
5175,50.0
5176,3.0
5177,2.0
5178,1.0
5179,1.0
5180,1.0
5181,2.0
5182,1.0
5183,1.0
5184,1.0
5185,1.0
5186,1.0
5187,1.0
5188,1.0
5189,1.0
5190,4.0
5191,3.0
5192,1.0
5193,5.0
5194,2.0
5195,1.0
5196,1.0
5197,1.0
5198,1.0
5199,3.0
5200,2.0
5201,4.0
5202,1.0
5203,2.0
5204,2.0
5205,2.0
5206,3.0
5207,7.0
5208,7.0
5209,4.0
5210,4.0
5211,4.0
5212,7.0
5213,5.0
5214,5.0
5215,3.0
5216,6.0
5217,2.0
5218,3.0
5219,1.0
5220,2.0
5221,1.0
5222,5.0
5223,2.0
5224,3.0
5225,3.0
5226,6.0
5227,6.0
5228,12.0
5229,21.0
5230,16.0
5231,11.0
5232,5.0
5233,9.0
5234,3.0
5235,6.0
5236,1.0
5237,3.0
5238,2.0
5239,3.0
5240,1.0
5241,1.0
5242,4.0
5243,4.0
5244,1.0
5245,1.0
5246,3.0
5247,3.0
5248,1.0
5249,3.0
5250,3.0
5251,4.0
5252,3.0
5253,5.0
5254,2.0
5255,1.0
5256,4.0
5257,3.0
5258,3.0
5259,5.0
5260,1.0
5261,1.0
5262,5.0
5263,81.0
5264,186.0
5265,72.0
5266,5.0
5267,1.0
5268,2.0
5269,5.0
5270,10.0
5271,11.0
5272,2.0
5273,1.0
5274,1.0
5275,1.0
5276,1.0
5277,6.0
5278,4.0
5279,1.0
5280,14.0
5281,8.0
5282,13.0
5283,16.0
5284,8.0
5285,1.0
5286,1.0
5287,1.0
5288,18.0
5289,82.0
5290,86.0
5291,38.0
5292,34.0
5293,3.0
5294,1.0
5295,5.0
5296,1.0
5297,4.0
5298,1.0
5299,2.0
5300,4.0
5301,10.0
5302,2.0
5303,4.0
5304,5.0
5305,4.0
5306,2.0
5307,1.0
5308,1.0
5309,1.0
5310,1.0
5311,1.0
5312,1.0
5313,5.0
5314,1.0
5315,1.0
5316,1.0
5317,4.0
5318,1.0
5319,2.0
5320,1.0
5321,2.0
5322,17.0
5323,20.0
5324,5.0
5325,9.0
5326,2.0
5327,4.0
5328,4.0
5329,1.0
5330,3.0
5331,1.0
5332,1.0
5333,1.0
5334,7.0
5335,1.0
5336,4.0
5337,2.0
5338,2.0
5339,4.0
5340,4.0
5341,4.0
5342,4.0
5343,5.0
5344,2.0
5345,4.0
5346,2.0
5347,2.0
5348,2.0
5349,1.0
5350,3.0
5351,1.0
5352,12.0
5353,16.0
5354,1.0
5355,5.0
5356,1.0
5357,1.0
5358,1.0
5359,1.0
5360,1.0
5361,1.0
5362,1.0
5363,3.0
5364,3.0
5365,3.0
5366,2.0
5367,2.0
5368,9.0
5369,15.0
5370,3.0
5371,6.0
5372,1.0
5373,1.0
5374,12.0
5375,14.0
5376,2.0
5377,3.0
5378,4.0
5379,16.0
5380,4.0
5381,1.0
5382,6.0
5383,17.0
5384,1.0
5385,1.0
5386,1.0
5387,6.0
5388,2.0
5389,2.0
5390,1.0
5391,1.0
5392,2.0
5393,6.0
5394,27.0
5395,28.0
5396,6.0
5397,18.0
5398,1.0
5399,12.0
5400,2.0
5401,2.0
5402,18.0
5403,22.0
5404,8.0
5405,5.0
5406,4.0
5407,2.0
5408,1.0
5409,1.0
5410,1.0
5411,5.0
5412,3.0
5413,8.0
5414,3.0
5415,4.0
5416,14.0
5417,91.0
5418,44.0
5419,6.0
5420,33.0
5421,3.0
5422,1.0
5423,2.0
5424,1.0
5425,3.0
5426,2.0
5427,3.0
5428,1.0
5429,2.0
5430,3.0
5431,2.0
5432,1.0
5433,1.0
5434,1.0
5435,1.0
5436,2.0
5437,1.0
5438,1.0
5439,1.0
5440,1.0
5441,1.0
5442,15.0
5443,15.0
5444,4.0
5445,1.0
5446,12.0
5447,6.0
5448,5.0
5449,4.0
5450,4.0
5451,5.0
5452,5.0
5453,5.0
5454,5.0
5455,1.0
5456,3.0
5457,4.0
5458,1.0
5459,1.0
5460,11.0
5461,2.0
5462,4.0
5463,3.0
5464,1.0
5465,1.0
5466,22.0
5467,15.0
5468,3.0
5469,6.0
5470,1.0
5471,1.0
5472,1.0
5473,2.0
5474,2.0
5475,1.0
5476,1.0
5477,2.0
5478,2.0
5479,3.0
5480,2.0
5481,8.0
5482,11.0
5483,15.0
5484,3.0
5485,5.0
5486,11.0
5487,6.0
5488,5.0
5489,14.0
5490,20.0
5491,3.0
5492,9.0
5493,1.0
5494,1.0
5495,3.0
5496,2.0
5497,1.0
5498,1.0
5499,3.0
5500,1.0
5501,2.0
5502,3.0
5503,16.0
5504,49.0
5505,20.0
5506,11.0
5507,5.0
5508,1.0
5509,15.0
5510,11.0
5511,13.0
5512,4.0
5513,2.0
5514,8.0
5515,9.0
5516,2.0
5517,4.0
5518,2.0
5519,1.0
5520,2.0
5521,3.0
5522,9.0
5523,7.0
5524,2.0
5525,8.0
5526,2.0
5527,3.0
5528,29.0
5529,21.0
5530,4.0
5531,11.0
5532,2.0
5533,1.0
5534,2.0
5535,1.0
5536,1.0
5537,1.0
5538,4.0
5539,8.0
5540,1.0
5541,1.0
5542,3.0
5543,2.0
5544,1.0
5545,2.0
5546,3.0
5547,2.0
5548,9.0
5549,3.0
5550,9.0
5551,1.0
5552,1.0
5553,2.0
5554,3.0
5555,1.0
5556,1.0
5557,1.0
5558,1.0
5559,2.0
5560,2.0
5561,1.0
5562,1.0
5563,24.0
5564,55.0
5565,17.0
5566,3.0
5567,32.0
5568,38.0
5569,13.0
5570,6.0
5571,2.0
5572,1.0
5573,2.0
5574,12.0
5575,9.0
5576,2.0
5577,3.0
5578,2.0
5579,3.0
5580,1.0
5581,2.0
5582,7.0
5583,1.0
5584,1.0
5585,3.0
5586,2.0
5587,3.0
5588,1.0
5589,1.0
5590,3.0
5591,1.0
5592,2.0
5593,1.0
5594,1.0
5595,1.0
5596,3.0
5597,1.0
5598,2.0
5599,13.0
5600,3.0
5601,2.0
5602,3.0
5603,5.0
5604,1.0
5605,2.0
5606,1.0
5607,1.0
5608,1.0
5609,1.0
5610,3.0
5611,1.0
5612,3.0
5613,2.0
5614,6.0
5615,9.0
5616,13.0
5617,21.0
5618,12.0
5619,11.0
5620,8.0
5621,1.0
5622,8.0
5623,12.0
5624,4.0
5625,4.0
5626,1.0
5627,1.0
5628,2.0
5629,1.0
5630,5.0
5631,5.0
5632,2.0
5633,4.0
5634,1.0
5635,4.0
5636,6.0
5637,2.0
5638,2.0
5639,33.0
5640,5.0
5641,21.0
5642,1.0
5643,1.0
5644,5.0
5645,1.0
5646,1.0
5647,1.0
5648,1.0
5649,3.0
5650,2.0
5651,9.0
5652,8.0
5653,6.0
5654,7.0
5655,4.0
5656,3.0
5657,2.0
5658,2.0
5659,2.0
5660,1.0
5661,1.0
5662,3.0
5663,1.0
5664,1.0
5665,2.0
5666,1.0
5667,1.0
5668,5.0
5669,8.0
5670,6.0
5671,7.0
5672,7.0
5673,2.0
5674,23.0
5675,1.0
5676,6.0
5677,5.0
5678,6.0
5679,14.0
5680,1.0
5681,1.0
5682,11.0
5683,1.0
5684,2.0
5685,3.0
5686,2.0
5687,4.0
5688,5.0
5689,2.0
5690,2.0
5691,2.0
5692,1.0
5693,2.0
5694,1.0
5695,4.0
5696,1.0
5697,2.0
5698,2.0
5699,1.0
5700,3.0
5701,4.0
5702,6.0
5703,1.0
5704,11.0
5705,4.0
5706,10.0
5707,10.0
5708,75.0
5709,38.0
5710,8.0
5711,40.0
5712,1.0
5713,1.0
5714,1.0
5715,4.0
5716,1.0
5717,26.0
5718,25.0
5719,6.0
5720,10.0
5721,1.0
5722,2.0
5723,2.0
5724,1.0
5725,1.0
5726,1.0
5727,1.0
5728,11.0
5729,6.0
5730,32.0
5731,29.0
5732,11.0
5733,28.0
5734,3.0
5735,3.0
5736,5.0
5737,1.0
5738,2.0
5739,1.0
5740,2.0
5741,5.0
5742,1.0
5743,1.0
5744,1.0
5745,1.0
5746,8.0
5747,5.0
5748,2.0
5749,3.0
5750,11.0
5751,2.0
5752,1.0
5753,2.0
5754,1.0
5755,1.0
5756,2.0
5757,3.0
5758,4.0
5759,1.0
5760,6.0
5761,4.0
5762,1.0
5763,1.0
5764,2.0
5765,1.0
5766,1.0
5767,1.0
5768,1.0
5769,2.0
5770,2.0
5771,2.0
5772,1.0
5773,21.0
5774,26.0
5775,10.0
5776,8.0
5777,1.0
5778,13.0
5779,24.0
5780,35.0
5781,26.0
5782,16.0
5783,1.0
5784,1.0
5785,1.0
5786,1.0
5787,1.0
5788,1.0
5789,1.0
5790,20.0
5791,4.0
5792,14.0
5793,2.0
5794,3.0
5795,2.0
5796,7.0
5797,4.0
5798,2.0
5799,4.0
5800,1.0
5801,2.0
5802,1.0
5803,1.0
5804,1.0
5805,1.0
5806,3.0
5807,4.0
5808,2.0
5809,1.0
5810,123.0
5811,10.0
5812,52.0
5813,4.0
5814,13.0
5815,2.0
5816,2.0
5817,1.0
5818,1.0
5819,1.0
5820,3.0
5821,2.0
5822,2.0
5823,3.0
5824,1.0
5825,114.0
5826,136.0
5827,43.0
5828,24.0
5829,2.0
5830,11.0
5831,15.0
5832,9.0
5833,1.0
5834,1.0
5835,1.0
5836,1.0
5837,1.0
5838,4.0
5839,1.0
5840,1.0
5841,1.0
5842,1.0
5843,1.0
5844,2.0
5845,1.0
5846,7.0
5847,21.0
5848,13.0
5849,2.0
5850,1.0
5851,1.0
5852,1.0
5853,2.0
5854,1.0
5855,1.0
5856,11.0
5857,15.0
5858,15.0
5859,6.0
5860,3.0
5861,2.0
5862,1.0
5863,1.0
5864,3.0
5865,1.0
5866,5.0
5867,4.0
5868,8.0
5869,3.0
5870,5.0
5871,4.0
5872,3.0
5873,5.0
5874,1.0
5875,2.0
5876,5.0
5877,49.0
5878,36.0
5879,18.0
5880,23.0
5881,4.0
5882,3.0
5883,16.0
5884,7.0
5885,8.0
5886,5.0
5887,5.0
5888,6.0
5889,3.0
5890,12.0
5891,6.0
5892,5.0
5893,2.0
5894,1.0
5895,1.0
5896,1.0
5897,2.0
5898,1.0
5899,1.0
5900,8.0
5901,9.0
5902,2.0
5903,2.0
5904,1.0
5905,1.0
5906,1.0
5907,3.0
5908,1.0
5909,1.0
5910,1.0
5911,3.0
5912,3.0
5913,3.0
5914,1.0
5915,1.0
5916,3.0
5917,22.0
5918,25.0
5919,6.0
5920,15.0
5921,3.0
5922,1.0
5923,1.0
5924,1.0
5925,2.0
5926,1.0
5927,19.0
5928,260.0
5929,327.0
5930,85.0
5931,95.0
5932,1.0
5933,1.0
5934,1.0
5935,1.0
5936,1.0
5937,3.0
5938,2.0
5939,1.0
5940,3.0
5941,28.0
5942,17.0
5943,8.0
5944,10.0
5945,1.0
5946,1.0
5947,1.0
5948,4.0
5949,1.0
5950,1.0
5951,1.0
5952,3.0
5953,2.0
5954,1.0
5955,7.0
5956,2.0
5957,6.0
5958,1.0
5959,4.0
5960,1.0
5961,78.0
5962,106.0
5963,28.0
5964,37.0
5965,12.0
5966,5.0
5967,5.0
5968,3.0
5969,2.0
5970,1.0
5971,2.0
5972,2.0
5973,2.0
5974,2.0
5975,2.0
5976,1.0
5977,1.0
5978,4.0
5979,4.0
5980,16.0
5981,5.0
5982,133.0
5983,145.0
5984,42.0
5985,56.0
5986,2.0
5987,4.0
5988,5.0
5989,2.0
5990,2.0
5991,1.0
5992,29.0
5993,2.0
5994,13.0
5995,5.0
5996,1.0
5997,2.0
5998,1.0
5999,1.0
6000,2.0
6001,1.0
6002,5.0
6003,5.0
6004,1.0
6005,1.0
6006,16.0
6007,10.0
6008,2.0
6009,3.0
6010,18.0
6011,19.0
6012,5.0
6013,5.0
6014,7.0
6015,5.0
6016,1.0
6017,1.0
6018,1.0
6019,1.0
6020,2.0
6021,1.0
6022,2.0
6023,2.0
6024,3.0
6025,9.0
6026,7.0
6027,3.0
6028,3.0
6029,5.0
6030,1.0
6031,2.0
6032,2.0
6033,2.0
6034,4.0
6035,3.0
6036,2.0
6037,2.0
6038,1.0
6039,1.0
6040,2.0
6041,2.0
6042,1.0
6043,1.0
6044,1.0
6045,1.0
6046,2.0
6047,3.0
6048,3.0
6049,18.0
6050,21.0
6051,1.0
6052,6.0
6053,41.0
6054,18.0
6055,3.0
6056,7.0
6057,1.0
6058,1.0
6059,2.0
6060,19.0
6061,31.0
6062,3.0
6063,2.0
6064,1.0
6065,1.0
6066,1.0
6067,2.0
6068,2.0
6069,3.0
6070,1.0
6071,2.0
6072,1.0
6073,1.0
6074,1.0
6075,3.0
6076,5.0
6077,1.0
6078,4.0
6079,5.0
6080,1.0
6081,4.0
6082,2.0
6083,2.0
6084,8.0
6085,1.0
6086,1.0
6087,3.0
6088,2.0
6089,2.0
6090,24.0
6091,16.0
6092,3.0
6093,13.0
6094,10.0
6095,2.0
6096,16.0
6097,5.0
6098,2.0
6099,6.0
6100,6.0
6101,8.0
6102,4.0
6103,3.0
6104,1.0
6105,3.0
6106,5.0
6107,9.0
6108,9.0
6109,3.0
6110,3.0
6111,2.0
6112,1.0
6113,1.0
6114,2.0
6115,2.0
6116,10.0
6117,89.0
6118,84.0
6119,32.0
6120,27.0
6121,1.0
6122,1.0
6123,2.0
6124,2.0
6125,1.0
6126,1.0
6127,1.0
6128,2.0
6129,1.0
6130,3.0
6131,6.0
6132,6.0
6133,3.0
6134,2.0
6135,2.0
6136,7.0
6137,8.0
6138,5.0
6139,1.0
