,units,date
4629,8.0,2018-01-27
4630,15.0,2018-01-31
4631,1.0,2018-01-12
4632,1.0,2018-01-07
4633,2.0,2018-01-25
4634,2.0,2018-01-30
4635,2.0,2018-01-30
4636,2.0,2018-01-11
4637,1.0,2018-01-11
4638,8.0,2018-01-30
4639,71.0,2018-01-31
4640,74.0,2018-01-31
4641,13.0,2018-01-31
4642,24.0,2018-01-31
4643,1.0,2018-01-12
4644,47.0,2018-01-31
4645,21.0,2018-01-31
4646,5.0,2018-01-24
4647,13.0,2018-01-31
4648,1.0,2018-01-22
4649,3.0,2018-01-31
4650,47.0,2018-01-31
4651,32.0,2018-01-31
4652,3.0,2018-01-20
4653,5.0,2018-01-31
4654,3.0,2018-01-31
4655,16.0,2018-01-31
4656,10.0,2018-01-31
4657,13.0,2018-01-31
4658,4.0,2018-01-28
4659,2.0,2018-01-15
4660,4.0,2018-01-31
4661,7.0,2018-01-30
4662,1.0,2018-01-27
4663,1.0,2018-01-18
4664,3.0,2018-01-21
4665,1.0,2018-01-31
4666,1.0,2018-01-16
4667,1.0,2018-01-24
4668,1.0,2018-01-24
4669,1.0,2018-01-27
4670,1.0,2018-01-20
4671,2.0,2018-01-29
4672,3.0,2018-01-31
4673,1.0,2018-01-18
4674,1.0,2018-01-10
4675,39.0,2018-01-23
4676,23.0,2018-01-31
4677,8.0,2018-01-31
4678,12.0,2018-01-13
4679,1.0,2018-01-23
4680,2.0,2018-01-31
4681,1.0,2018-01-31
4682,2.0,2018-01-12
4683,1.0,2018-01-26
4684,11.0,2018-01-31
4685,6.0,2018-01-29
4686,6.0,2018-01-26
4687,5.0,2018-01-26
4688,3.0,2018-01-18
4689,2.0,2018-01-07
4690,1.0,2018-01-02
4691,1.0,2018-01-02
4692,1.0,2018-01-18
4693,107.0,2018-01-31
4694,18.0,2018-01-31
4695,4.0,2018-01-12
4696,8.0,2018-01-31
4697,1.0,2018-01-04
4698,1.0,2018-01-12
4699,2.0,2018-01-24
4700,2.0,2018-01-23
4701,3.0,2018-01-29
4702,2.0,2018-01-24
4703,1.0,2018-01-22
4704,1.0,2018-01-23
4705,1.0,2018-01-11
4706,10.0,2018-01-30
4707,12.0,2018-01-31
4708,5.0,2018-01-26
4709,1.0,2018-01-22
4710,2.0,2018-01-29
4711,4.0,2018-01-21
4712,1.0,2018-01-13
4713,1.0,2018-01-17
4714,3.0,2018-01-30
4715,3.0,2018-01-22
4716,6.0,2018-01-31
4717,20.0,2018-01-31
4718,86.0,2018-01-31
4719,241.0,2018-01-31
4720,49.0,2018-01-31
4721,3.0,2018-01-23
4722,4.0,2018-01-22
4723,4.0,2018-01-24
4724,3.0,2018-01-24
4725,2.0,2018-01-24
4726,2.0,2018-01-31
4727,1.0,2018-01-31
4728,1.0,2018-01-20
4729,2.0,2018-01-24
4730,1.0,2018-01-29
4731,3.0,2018-01-29
4732,10.0,2018-01-29
4733,2.0,2018-01-29
4734,1.0,2018-01-05
4735,6.0,2018-01-29
4736,7.0,2018-01-30
4737,3.0,2018-01-30
4738,116.0,2018-01-31
4739,118.0,2018-01-31
4740,9.0,2018-01-23
4741,40.0,2018-01-31
4742,1.0,2018-01-30
4743,2.0,2018-01-21
4744,1.0,2018-01-31
4745,1.0,2018-01-18
4746,2.0,2018-01-17
4747,1.0,2018-01-03
4748,2.0,2018-01-11
4749,2.0,2018-01-18
4750,1.0,2018-01-01
4751,1.0,2018-01-01
4752,2.0,2018-01-30
4753,1.0,2018-01-14
4754,15.0,2018-01-31
4755,7.0,2018-01-31
4756,2.0,2018-01-29
4757,1.0,2018-01-30
4758,4.0,2018-01-29
4759,5.0,2018-01-24
4760,3.0,2018-01-24
4761,3.0,2018-01-28
4762,1.0,2018-01-31
4763,1.0,2018-01-30
4764,1.0,2018-01-24
4765,12.0,2018-01-30
4766,7.0,2018-01-31
4767,11.0,2018-01-31
4768,15.0,2018-01-30
4769,9.0,2018-01-31
4770,7.0,2018-01-31
4771,26.0,2018-01-24
4772,23.0,2018-01-31
4773,20.0,2018-01-26
4774,7.0,2018-01-21
4775,72.0,2018-01-31
4776,77.0,2018-01-31
4777,23.0,2018-01-31
4778,21.0,2018-01-31
4779,1.0,2018-01-30
4780,1.0,2018-01-30
4781,2.0,2018-01-06
4782,1.0,2018-01-11
4783,1.0,2018-01-11
4784,2.0,2018-01-20
4785,7.0,2018-01-31
4786,16.0,2018-01-29
4787,7.0,2018-01-25
4788,7.0,2018-01-30
4789,2.0,2018-01-16
4790,1.0,2018-01-20
4791,3.0,2018-01-31
4792,3.0,2018-01-12
4793,3.0,2018-01-23
4794,6.0,2018-01-30
4795,4.0,2018-01-29
4796,4.0,2018-01-18
4797,16.0,2018-01-31
4798,1.0,2018-01-14
4799,1.0,2018-01-31
4800,3.0,2018-01-30
4801,5.0,2018-01-31
4802,6.0,2018-01-31
4803,5.0,2018-01-08
4804,1.0,2018-01-02
4805,1.0,2018-01-24
4806,1.0,2018-01-10
4807,3.0,2018-01-30
4808,1.0,2018-01-31
4809,1.0,2018-01-06
4810,1.0,2018-01-11
4811,2.0,2018-01-31
4812,16.0,2018-01-31
4813,17.0,2018-01-31
4814,11.0,2018-01-30
4815,2.0,2018-01-22
4816,8.0,2018-01-29
4817,12.0,2018-01-29
4818,9.0,2018-01-31
4819,3.0,2018-01-31
4820,2.0,2018-01-22
4821,1.0,2018-01-11
4822,1.0,2018-01-29
4823,3.0,2018-01-30
4824,3.0,2018-01-31
4825,4.0,2018-01-29
4826,1.0,2018-01-31
4827,2.0,2018-01-25
4828,1.0,2018-01-25
4829,3.0,2018-01-31
4830,1.0,2018-01-31
4831,1.0,2018-01-04
4832,3.0,2018-01-24
4833,6.0,2018-01-23
4834,2.0,2018-01-10
4835,1.0,2018-01-03
4836,1.0,2018-01-26
4837,7.0,2018-01-31
4838,7.0,2018-01-30
4839,4.0,2018-01-29
4840,7.0,2018-01-29
4841,3.0,2018-01-10
4842,4.0,2018-01-26
4843,2.0,2018-01-29
4844,3.0,2018-01-31
4845,3.0,2018-01-31
4846,1.0,2018-01-14
4847,4.0,2018-01-31
4848,13.0,2018-01-31
4849,31.0,2018-01-24
4850,12.0,2018-01-31
4851,14.0,2018-01-31
4852,10.0,2018-01-30
4853,5.0,2018-01-31
4854,1.0,2018-01-09
4855,2.0,2018-01-14
4856,5.0,2018-01-27
4857,6.0,2018-01-17
4858,2.0,2018-01-15
4859,1.0,2018-01-31
4860,1.0,2018-01-17
4861,6.0,2018-01-30
4862,1.0,2018-01-13
4863,1.0,2018-01-20
4864,3.0,2018-01-18
4865,1.0,2018-01-30
4866,5.0,2018-01-28
4867,2.0,2018-01-05
4868,1.0,2018-01-11
4869,4.0,2018-01-25
4870,1.0,2018-01-25
4871,1.0,2018-01-17
4872,1.0,2018-01-06
4873,1.0,2018-01-27
4874,1.0,2018-01-08
4875,2.0,2018-01-14
4876,1.0,2018-01-15
4877,1.0,2018-01-31
4878,2.0,2018-01-29
4879,1.0,2018-01-05
4880,2.0,2018-01-29
4881,1.0,2018-01-12
4882,2.0,2018-01-31
4883,3.0,2018-01-28
4884,1.0,2018-01-15
4885,4.0,2018-01-17
4886,4.0,2018-01-25
4887,2.0,2018-01-29
4888,1.0,2018-01-30
4889,21.0,2018-01-31
4890,9.0,2018-01-31
4891,2.0,2018-01-31
4892,1.0,2018-01-24
4893,3.0,2018-01-14
4894,1.0,2018-01-30
4895,2.0,2018-01-29
4896,3.0,2018-01-24
4897,3.0,2018-01-26
4898,6.0,2018-01-31
4899,5.0,2018-01-30
4900,4.0,2018-01-31
4901,1.0,2018-01-20
4902,1.0,2018-01-12
4903,3.0,2018-01-27
4904,2.0,2018-01-30
4905,3.0,2018-01-31
4906,4.0,2018-01-27
4907,3.0,2018-01-21
4908,4.0,2018-01-31
4909,13.0,2018-01-29
4910,2.0,2018-01-10
4911,4.0,2018-01-29
4912,26.0,2018-01-31
4913,21.0,2018-01-31
4914,20.0,2018-01-31
4915,22.0,2018-01-21
4916,4.0,2018-01-30
4917,2.0,2018-01-30
4918,3.0,2018-01-30
4919,2.0,2018-01-07
4920,2.0,2018-01-24
4921,1.0,2018-01-18
4922,1.0,2018-01-18
4923,11.0,2018-01-31
4924,3.0,2018-01-11
4925,12.0,2018-01-31
4926,10.0,2018-01-31
4927,21.0,2018-01-31
4928,18.0,2018-01-31
4929,4.0,2018-01-29
4930,75.0,2018-01-31
4931,95.0,2018-01-31
4932,28.0,2018-01-31
4933,24.0,2018-01-31
4934,3.0,2018-01-24
4935,6.0,2018-01-31
4936,1.0,2018-01-20
4937,1.0,2018-01-23
4938,2.0,2018-01-30
4939,2.0,2018-01-09
4940,2.0,2018-01-10
4941,4.0,2018-01-31
4942,1.0,2018-01-21
4943,3.0,2018-01-21
4944,4.0,2018-01-30
4945,3.0,2018-01-15
4946,6.0,2018-01-29
4947,3.0,2018-01-31
4948,1.0,2018-01-23
4949,1.0,2018-01-23
4950,2.0,2018-01-24
4951,1.0,2018-01-14
4952,1.0,2018-01-19
4953,1.0,2018-01-28
4954,1.0,2018-01-15
4955,1.0,2018-01-13
4956,2.0,2018-01-13
4957,1.0,2018-01-09
4958,2.0,2018-01-24
4959,3.0,2018-01-31
4960,1.0,2018-01-29
4961,1.0,2018-01-11
4962,8.0,2018-01-28
4963,1.0,2018-01-28
4964,1.0,2018-01-19
4965,1.0,2018-01-22
4966,9.0,2018-01-30
4967,4.0,2018-01-29
4968,1.0,2018-01-16
4969,3.0,2018-01-29
4970,4.0,2018-01-30
4971,11.0,2018-01-29
4972,7.0,2018-01-27
4973,6.0,2018-01-28
4974,17.0,2018-01-24
4975,1.0,2018-01-15
4976,28.0,2018-01-31
4977,23.0,2018-01-30
4978,8.0,2018-01-31
4979,2.0,2018-01-14
4980,2.0,2018-01-09
4981,1.0,2018-01-27
4982,4.0,2018-01-24
4983,2.0,2018-01-21
4984,4.0,2018-01-11
4985,6.0,2018-01-27
4986,3.0,2018-01-31
4987,4.0,2018-01-28
4988,1.0,2018-01-29
4989,1.0,2018-01-29
4990,1.0,2018-01-29
4991,1.0,2018-01-16
4992,2.0,2018-01-30
4993,4.0,2018-01-30
4994,61.0,2018-01-31
4995,19.0,2018-01-29
4996,17.0,2018-01-31
4997,1.0,2018-01-06
4998,2.0,2018-01-21
4999,1.0,2018-01-17
5000,11.0,2018-01-31
5001,21.0,2018-01-30
5002,7.0,2018-01-24
5003,1.0,2018-01-03
5004,2.0,2018-01-18
5005,1.0,2018-01-27
5006,3.0,2018-01-27
5007,14.0,2018-01-31
5008,23.0,2018-01-31
5009,7.0,2018-01-31
5010,8.0,2018-01-28
5011,1.0,2018-01-16
5012,10.0,2018-01-31
5013,72.0,2018-01-31
5014,61.0,2018-01-31
5015,36.0,2018-01-31
5016,31.0,2018-01-31
5017,2.0,2018-01-10
5018,4.0,2018-01-28
5019,2.0,2018-01-18
5020,17.0,2018-01-31
5021,19.0,2018-01-30
5022,6.0,2018-01-06
5023,5.0,2018-01-31
5024,1.0,2018-01-08
5025,1.0,2018-01-12
5026,3.0,2018-01-24
5027,3.0,2018-01-29
5028,8.0,2018-01-24
5029,2.0,2018-01-31
5030,1.0,2018-01-04
5031,8.0,2018-01-24
5032,8.0,2018-01-29
5033,11.0,2018-01-31
5034,1.0,2018-01-13
5035,1.0,2018-01-15
5036,11.0,2018-01-31
5037,88.0,2018-01-31
5038,114.0,2018-01-31
5039,37.0,2018-01-31
5040,53.0,2018-01-31
5041,2.0,2018-01-31
5042,2.0,2018-01-08
5043,1.0,2018-01-12
5044,1.0,2018-01-29
5045,1.0,2018-01-31
5046,1.0,2018-01-03
5047,1.0,2018-01-23
5048,1.0,2018-01-17
5049,5.0,2018-01-31
5050,5.0,2018-01-18
5051,18.0,2018-01-31
5052,12.0,2018-01-30
5053,2.0,2018-01-21
5054,8.0,2018-01-24
5055,1.0,2018-01-27
5056,2.0,2018-01-09
5057,1.0,2018-01-04
5058,1.0,2018-01-23
5059,1.0,2018-01-16
5060,1.0,2018-01-16
5061,1.0,2018-01-25
5062,1.0,2018-01-25
5063,5.0,2018-01-25
5064,3.0,2018-01-24
5065,5.0,2018-01-28
5066,9.0,2018-01-31
5067,4.0,2018-01-21
5068,1.0,2018-01-28
5069,1.0,2018-01-01
5070,1.0,2018-01-20
5071,5.0,2018-01-30
5072,1.0,2018-01-11
5073,1.0,2018-01-02
5074,2.0,2018-01-31
5075,2.0,2018-01-31
5076,12.0,2018-01-30
5077,7.0,2018-01-29
5078,6.0,2018-01-29
5079,2.0,2018-01-26
5080,9.0,2018-01-31
5081,1.0,2018-01-18
5082,1.0,2018-01-29
5083,3.0,2018-01-16
5084,1.0,2018-01-30
5085,1.0,2018-01-31
5086,1.0,2018-01-21
5087,1.0,2018-01-21
5088,3.0,2018-01-11
5089,13.0,2018-01-29
5090,6.0,2018-01-31
5091,8.0,2018-01-24
5092,1.0,2018-01-29
5093,2.0,2018-01-30
5094,2.0,2018-01-30
5095,1.0,2018-01-28
5096,10.0,2018-01-23
5097,2.0,2018-01-30
5098,1.0,2018-01-20
5099,3.0,2018-01-19
5100,20.0,2018-01-24
5101,1.0,2018-01-31
5102,42.0,2018-01-31
5103,73.0,2018-01-31
5104,38.0,2018-01-31
5105,18.0,2018-01-31
5106,5.0,2018-01-16
5107,31.0,2018-01-18
5108,6.0,2018-01-23
5109,2.0,2018-01-30
5110,2.0,2018-01-31
5111,1.0,2018-01-16
5112,1.0,2018-01-29
5113,2.0,2018-01-30
5114,1.0,2018-01-29
5115,14.0,2018-01-31
5116,18.0,2018-01-29
5117,6.0,2018-01-25
5118,4.0,2018-01-24
5119,4.0,2018-01-25
5120,17.0,2018-01-24
5121,22.0,2018-01-24
5122,11.0,2018-01-24
5123,5.0,2018-01-28
5124,2.0,2018-01-31
5125,26.0,2018-01-31
5126,72.0,2018-01-31
5127,15.0,2018-01-31
5128,4.0,2018-01-22
5129,1.0,2018-01-28
5130,4.0,2018-01-26
5131,13.0,2018-01-26
5132,18.0,2018-01-26
5133,5.0,2018-01-26
5134,2.0,2018-01-26
5135,3.0,2018-01-31
5136,1.0,2018-01-08
5137,2.0,2018-01-10
5138,1.0,2018-01-02
5139,3.0,2018-01-31
5140,19.0,2018-01-31
5141,15.0,2018-01-31
5142,1.0,2018-01-23
5143,5.0,2018-01-31
5144,9.0,2018-01-30
5145,9.0,2018-01-31
5146,1.0,2018-01-30
5147,1.0,2018-01-13
5148,3.0,2018-01-31
5149,8.0,2018-01-29
5150,4.0,2018-01-28
5151,1.0,2018-01-25
5152,5.0,2018-01-26
5153,1.0,2018-01-20
5154,1.0,2018-01-11
5155,1.0,2018-01-10
5156,5.0,2018-01-31
5157,3.0,2018-01-30
5158,1.0,2018-01-29
5159,2.0,2018-01-29
5160,2.0,2018-01-09
5161,2.0,2018-01-30
5162,2.0,2018-01-14
5163,1.0,2018-01-14
5164,1.0,2018-01-28
5165,1.0,2018-01-30
5166,3.0,2018-01-31
5167,2.0,2018-01-19
5168,1.0,2018-01-12
5169,12.0,2018-01-28
5170,1.0,2018-01-25
5171,20.0,2018-01-31
5172,147.0,2018-01-31
5173,148.0,2018-01-31
5174,46.0,2018-01-31
5175,50.0,2018-01-31
5176,3.0,2018-01-26
5177,2.0,2018-01-28
5178,1.0,2018-01-10
5179,1.0,2018-01-05
5180,1.0,2018-01-22
5181,2.0,2018-01-21
5182,1.0,2018-01-22
5183,1.0,2018-01-24
5184,1.0,2018-01-22
5185,1.0,2018-01-23
5186,1.0,2018-01-11
5187,1.0,2018-01-10
5188,1.0,2018-01-28
5189,1.0,2018-01-15
5190,4.0,2018-01-31
5191,3.0,2018-01-30
5192,1.0,2018-01-09
5193,5.0,2018-01-26
5194,2.0,2018-01-26
5195,1.0,2018-01-30
5196,1.0,2018-01-19
5197,1.0,2018-01-08
5198,1.0,2018-01-08
5199,3.0,2018-01-23
5200,2.0,2018-01-16
5201,4.0,2018-01-21
5202,1.0,2018-01-29
5203,2.0,2018-01-30
5204,2.0,2018-01-31
5205,2.0,2018-01-31
5206,3.0,2018-01-31
5207,7.0,2018-01-30
5208,7.0,2018-01-30
5209,4.0,2018-01-30
5210,4.0,2018-01-18
5211,4.0,2018-01-10
5212,7.0,2018-01-31
5213,5.0,2018-01-31
5214,5.0,2018-01-29
5215,3.0,2018-01-25
5216,6.0,2018-01-29
5217,2.0,2018-01-15
5218,3.0,2018-01-29
5219,1.0,2018-01-24
5220,2.0,2018-01-24
5221,1.0,2018-01-03
5222,5.0,2018-01-30
5223,2.0,2018-01-29
5224,3.0,2018-01-25
5225,3.0,2018-01-30
5226,6.0,2018-01-29
5227,6.0,2018-01-29
5228,12.0,2018-01-30
5229,21.0,2018-01-27
5230,16.0,2018-01-24
5231,11.0,2018-01-30
5232,5.0,2018-01-24
5233,9.0,2018-01-30
5234,3.0,2018-01-23
5235,6.0,2018-01-22
5236,1.0,2018-01-24
5237,3.0,2018-01-12
5238,2.0,2018-01-21
5239,3.0,2018-01-26
5240,1.0,2018-01-09
5241,1.0,2018-01-23
5242,4.0,2018-01-28
5243,4.0,2018-01-31
5244,1.0,2018-01-11
5245,1.0,2018-01-25
5246,3.0,2018-01-29
5247,3.0,2018-01-26
5248,1.0,2018-01-08
5249,3.0,2018-01-31
5250,3.0,2018-01-25
5251,4.0,2018-01-28
5252,3.0,2018-01-21
5253,5.0,2018-01-28
5254,2.0,2018-01-28
5255,1.0,2018-01-26
5256,4.0,2018-01-24
5257,3.0,2018-01-21
5258,3.0,2018-01-30
5259,5.0,2018-01-30
5260,1.0,2018-01-31
5261,1.0,2018-01-17
5262,5.0,2018-01-31
5263,81.0,2018-01-31
5264,186.0,2018-01-31
5265,72.0,2018-01-31
5266,5.0,2018-01-31
5267,1.0,2018-01-31
5268,2.0,2018-01-20
5269,5.0,2018-01-30
5270,10.0,2018-01-31
5271,11.0,2018-01-31
5272,2.0,2018-01-14
5273,1.0,2018-01-22
5274,1.0,2018-01-23
5275,1.0,2018-01-24
5276,1.0,2018-01-03
5277,6.0,2018-01-23
5278,4.0,2018-01-31
5279,1.0,2018-01-23
5280,14.0,2018-01-30
5281,8.0,2018-01-29
5282,13.0,2018-01-31
5283,16.0,2018-01-23
5284,8.0,2018-01-17
5285,1.0,2018-01-31
5286,1.0,2018-01-19
5287,1.0,2018-01-22
5288,18.0,2018-01-31
5289,82.0,2018-01-31
5290,86.0,2018-01-31
5291,38.0,2018-01-31
5292,34.0,2018-01-31
5293,3.0,2018-01-25
5294,1.0,2018-01-26
5295,5.0,2018-01-26
5296,1.0,2018-01-10
5297,4.0,2018-01-30
5298,1.0,2018-01-20
5299,2.0,2018-01-31
5300,4.0,2018-01-18
5301,10.0,2018-01-26
5302,2.0,2018-01-21
5303,4.0,2018-01-29
5304,5.0,2018-01-27
5305,4.0,2018-01-29
5306,2.0,2018-01-28
5307,1.0,2018-01-18
5308,1.0,2018-01-03
5309,1.0,2018-01-23
5310,1.0,2018-01-30
5311,1.0,2018-01-02
5312,1.0,2018-01-29
5313,5.0,2018-01-24
5314,1.0,2018-01-04
5315,1.0,2018-01-24
5316,1.0,2018-01-25
5317,4.0,2018-01-30
5318,1.0,2018-01-14
5319,2.0,2018-01-14
5320,1.0,2018-01-25
5321,2.0,2018-01-26
5322,17.0,2018-01-31
5323,20.0,2018-01-31
5324,5.0,2018-01-31
5325,9.0,2018-01-26
5326,2.0,2018-01-24
5327,4.0,2018-01-31
5328,4.0,2018-01-30
5329,1.0,2018-01-17
5330,3.0,2018-01-31
5331,1.0,2018-01-13
5332,1.0,2018-01-24
5333,1.0,2018-01-30
5334,7.0,2018-01-30
5335,1.0,2018-01-31
5336,4.0,2018-01-30
5337,2.0,2018-01-15
5338,2.0,2018-01-20
5339,4.0,2018-01-30
5340,4.0,2018-01-23
5341,4.0,2018-01-26
5342,4.0,2018-01-29
5343,5.0,2018-01-31
5344,2.0,2018-01-13
5345,4.0,2018-01-27
5346,2.0,2018-01-30
5347,2.0,2018-01-29
5348,2.0,2018-01-14
5349,1.0,2018-01-20
5350,3.0,2018-01-31
5351,1.0,2018-01-12
5352,12.0,2018-01-31
5353,16.0,2018-01-31
5354,1.0,2018-01-13
5355,5.0,2018-01-31
5356,1.0,2018-01-13
5357,1.0,2018-01-13
5358,1.0,2018-01-12
5359,1.0,2018-01-27
5360,1.0,2018-01-26
5361,1.0,2018-01-03
5362,1.0,2018-01-02
5363,3.0,2018-01-28
5364,3.0,2018-01-31
5365,3.0,2018-01-03
5366,2.0,2018-01-23
5367,2.0,2018-01-25
5368,9.0,2018-01-31
5369,15.0,2018-01-31
5370,3.0,2018-01-31
5371,6.0,2018-01-29
5372,1.0,2018-01-10
5373,1.0,2018-01-30
5374,12.0,2018-01-31
5375,14.0,2018-01-31
5376,2.0,2018-01-24
5377,3.0,2018-01-24
5378,4.0,2018-01-21
5379,16.0,2018-01-28
5380,4.0,2018-01-26
5381,1.0,2018-01-15
5382,6.0,2018-01-11
5383,17.0,2018-01-30
5384,1.0,2018-01-29
5385,1.0,2018-01-29
5386,1.0,2018-01-20
5387,6.0,2018-01-25
5388,2.0,2018-01-11
5389,2.0,2018-01-28
5390,1.0,2018-01-08
5391,1.0,2018-01-23
5392,2.0,2018-01-22
5393,6.0,2018-01-31
5394,27.0,2018-01-31
5395,28.0,2018-01-31
5396,6.0,2018-01-31
5397,18.0,2018-01-29
5398,1.0,2018-01-08
5399,12.0,2018-01-11
5400,2.0,2018-01-31
5401,2.0,2018-01-31
5402,18.0,2018-01-31
5403,22.0,2018-01-31
5404,8.0,2018-01-31
5405,5.0,2018-01-31
5406,4.0,2018-01-31
5407,2.0,2018-01-31
5408,1.0,2018-01-21
5409,1.0,2018-01-13
5410,1.0,2018-01-16
5411,5.0,2018-01-31
5412,3.0,2018-01-23
5413,8.0,2018-01-25
5414,3.0,2018-01-17
5415,4.0,2018-01-23
5416,14.0,2018-01-31
5417,91.0,2018-01-31
5418,44.0,2018-01-31
5419,6.0,2018-01-30
5420,33.0,2018-01-31
5421,3.0,2018-01-30
5422,1.0,2018-01-31
5423,2.0,2018-01-29
5424,1.0,2018-01-01
5425,3.0,2018-01-22
5426,2.0,2018-01-24
5427,3.0,2018-01-21
5428,1.0,2018-01-12
5429,2.0,2018-01-07
5430,3.0,2018-01-31
5431,2.0,2018-01-23
5432,1.0,2018-01-29
5433,1.0,2018-01-25
5434,1.0,2018-01-19
5435,1.0,2018-01-15
5436,2.0,2018-01-14
5437,1.0,2018-01-21
5438,1.0,2018-01-14
5439,1.0,2018-01-31
5440,1.0,2018-01-31
5441,1.0,2018-01-17
5442,15.0,2018-01-30
5443,15.0,2018-01-31
5444,4.0,2018-01-31
5445,1.0,2018-01-22
5446,12.0,2018-01-24
5447,6.0,2018-01-30
5448,5.0,2018-01-31
5449,4.0,2018-01-26
5450,4.0,2018-01-28
5451,5.0,2018-01-30
5452,5.0,2018-01-27
5453,5.0,2018-01-23
5454,5.0,2018-01-30
5455,1.0,2018-01-24
5456,3.0,2018-01-31
5457,4.0,2018-01-21
5458,1.0,2018-01-06
5459,1.0,2018-01-08
5460,11.0,2018-01-29
5461,2.0,2018-01-29
5462,4.0,2018-01-17
5463,3.0,2018-01-30
5464,1.0,2018-01-04
5465,1.0,2018-01-30
5466,22.0,2018-01-31
5467,15.0,2018-01-31
5468,3.0,2018-01-27
5469,6.0,2018-01-24
5470,1.0,2018-01-23
5471,1.0,2018-01-07
5472,1.0,2018-01-20
5473,2.0,2018-01-11
5474,2.0,2018-01-31
5475,1.0,2018-01-05
5476,1.0,2018-01-08
5477,2.0,2018-01-28
5478,2.0,2018-01-28
5479,3.0,2018-01-13
5480,2.0,2018-01-09
5481,8.0,2018-01-30
5482,11.0,2018-01-25
5483,15.0,2018-01-31
5484,3.0,2018-01-24
5485,5.0,2018-01-31
5486,11.0,2018-01-25
5487,6.0,2018-01-30
5488,5.0,2018-01-18
5489,14.0,2018-01-28
5490,20.0,2018-01-23
5491,3.0,2018-01-29
5492,9.0,2018-01-28
5493,1.0,2018-01-17
5494,1.0,2018-01-14
5495,3.0,2018-01-28
5496,2.0,2018-01-05
5497,1.0,2018-01-24
5498,1.0,2018-01-18
5499,3.0,2018-01-28
5500,1.0,2018-01-25
5501,2.0,2018-01-30
5502,3.0,2018-01-31
5503,16.0,2018-01-24
5504,49.0,2018-01-31
5505,20.0,2018-01-31
5506,11.0,2018-01-31
5507,5.0,2018-01-31
5508,1.0,2018-01-16
5509,15.0,2018-01-31
5510,11.0,2018-01-29
5511,13.0,2018-01-28
5512,4.0,2018-01-24
5513,2.0,2018-01-19
5514,8.0,2018-01-31
5515,9.0,2018-01-31
5516,2.0,2018-01-30
5517,4.0,2018-01-13
5518,2.0,2018-01-30
5519,1.0,2018-01-23
5520,2.0,2018-01-27
5521,3.0,2018-01-27
5522,9.0,2018-01-31
5523,7.0,2018-01-14
5524,2.0,2018-01-13
5525,8.0,2018-01-30
5526,2.0,2018-01-23
5527,3.0,2018-01-31
5528,29.0,2018-01-31
5529,21.0,2018-01-25
5530,4.0,2018-01-19
5531,11.0,2018-01-26
5532,2.0,2018-01-28
5533,1.0,2018-01-12
5534,2.0,2018-01-31
5535,1.0,2018-01-07
5536,1.0,2018-01-21
5537,1.0,2018-01-09
5538,4.0,2018-01-31
5539,8.0,2018-01-31
5540,1.0,2018-01-30
5541,1.0,2018-01-28
5542,3.0,2018-01-31
5543,2.0,2018-01-22
5544,1.0,2018-01-31
5545,2.0,2018-01-26
5546,3.0,2018-01-31
5547,2.0,2018-01-14
5548,9.0,2018-01-29
5549,3.0,2018-01-31
5550,9.0,2018-01-29
5551,1.0,2018-01-12
5552,1.0,2018-01-13
5553,2.0,2018-01-20
5554,3.0,2018-01-30
5555,1.0,2018-01-04
5556,1.0,2018-01-06
5557,1.0,2018-01-11
5558,1.0,2018-01-16
5559,2.0,2018-01-11
5560,2.0,2018-01-23
5561,1.0,2018-01-05
5562,1.0,2018-01-11
5563,24.0,2018-01-31
5564,55.0,2018-01-31
5565,17.0,2018-01-28
5566,3.0,2018-01-31
5567,32.0,2018-01-30
5568,38.0,2018-01-31
5569,13.0,2018-01-26
5570,6.0,2018-01-30
5571,2.0,2018-01-29
5572,1.0,2018-01-31
5573,2.0,2018-01-31
5574,12.0,2018-01-31
5575,9.0,2018-01-18
5576,2.0,2018-01-18
5577,3.0,2018-01-23
5578,2.0,2018-01-30
5579,3.0,2018-01-30
5580,1.0,2018-01-03
5581,2.0,2018-01-17
5582,7.0,2018-01-30
5583,1.0,2018-01-30
5584,1.0,2018-01-28
5585,3.0,2018-01-31
5586,2.0,2018-01-29
5587,3.0,2018-01-25
5588,1.0,2018-01-17
5589,1.0,2018-01-09
5590,3.0,2018-01-28
5591,1.0,2018-01-30
5592,2.0,2018-01-26
5593,1.0,2018-01-13
5594,1.0,2018-01-11
5595,1.0,2018-01-22
5596,3.0,2018-01-19
5597,1.0,2018-01-24
5598,2.0,2018-01-31
5599,13.0,2018-01-30
5600,3.0,2018-01-20
5601,2.0,2018-01-26
5602,3.0,2018-01-17
5603,5.0,2018-01-30
5604,1.0,2018-01-21
5605,2.0,2018-01-31
5606,1.0,2018-01-23
5607,1.0,2018-01-10
5608,1.0,2018-01-23
5609,1.0,2018-01-21
5610,3.0,2018-01-25
5611,1.0,2018-01-31
5612,3.0,2018-01-23
5613,2.0,2018-01-24
5614,6.0,2018-01-28
5615,9.0,2018-01-22
5616,13.0,2018-01-27
5617,21.0,2018-01-29
5618,12.0,2018-01-29
5619,11.0,2018-01-20
5620,8.0,2018-01-25
5621,1.0,2018-01-23
5622,8.0,2018-01-24
5623,12.0,2018-01-31
5624,4.0,2018-01-27
5625,4.0,2018-01-31
5626,1.0,2018-01-31
5627,1.0,2018-01-27
